opposite_count,opposite_unique,voccalltype1,imeis,voc_calltype1,calltype_id_unique_x,phone2opposite_mean,phone2opposite_median,phone2opposite_max,phone2opposite_min,phone2opposite_var,phone2opposite_skew,phone2opposite_sem,phone2opposite_std,phone2opposite_quantile,phone2oppo_sum_mean,phone2oppo_sum_median,phone2oppo_sum_max,phone2oppo_sum_min,phone2oppo_sum_var,phone2oppo_sum_skew,phone2oppo_sum_sem,phone2oppo_sum_std,phone2oppo_sum_quantile,call_dur_mean,call_dur_median,call_dur_max,call_dur_min,call_dur_var,call_dur_skew,call_dur_sem,call_dur_std,call_dur_quantile,city_name_nunique,county_name_nunique,calltype_id_unique_y,voc_hour_mode,voc_hour_mode_count,voc_hour_nunique,voc_day_mode,voc_day_mode_count,voc_day_nunique,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,arpu_quantile,label
1258.0,95.0,649.0,2.0,0.5158982511923689,2.0,13.242105263157894,3.0,226.0,1.0,1182.993952967525,4.406183006543312,3.528819622192944,34.39467913744109,3.0,982.3157894736842,122.0,15395.0,4.0,4809980.58006719,4.085125130208626,225.0141651697134,2193.1667925780725,122.0,74.18124006359301,30.0,1989.0,1.0,22845.94803282854,5.9452900596766085,4.261517455987438,151.14876126792618,30.0,4.0,16.0,2.0,16.0,149.0,23.0,4.0,73.0,31.0,1416.0,211.0,6.710900473933649,1410.0,0.9957627118644068,17.0,143.0,24.0,16.0,93.0,31.0,257,13.758107009662195,0.1807870864868164,0.000105857849121,1544.7155542373655,5317.9988995163085,13964.478614807129,8,1745.559826850891,45.1325,0.1404500000000006,46.06,45.0,45.0,361.06,2.8284271247461907,0.1325000000000002,45.0,0
156.0,63.0,43.0,1.0,0.2756410256410256,2.0,2.4761904761904763,1.0,31.0,1.0,26.38248847926268,4.723629169069518,0.6471241445047424,5.136388661234922,1.0,191.28571428571428,22.0,4441.0,1.0,427059.9815668204,5.421785433306776,82.33304237145622,653.4982643946504,22.0,77.25,38.0,615.0,1.0,10552.653225806453,2.6593743982553635,8.224670995604553,102.7261078100716,38.0,1.0,2.0,2.0,10.0,20.0,16.0,4.0,20.0,31.0,4242.0,364.0,11.653846153846152,4217.0,0.994106553512494,10.0,624.0,24.0,1.0,356.0,31.0,326,30.45572855103184,0.3655591011047363,7.43865966796875e-05,3611.522757530213,26689.375902592623,51896.56145095825,8,6487.0701813697815,63.9375,337.1483928571428,79.3,34.1,69.5,511.5,-0.7409583169939832,6.491806305424003,69.5,0
1152.0,124.0,779.0,4.0,0.6762152777777778,2.0,9.290322580645162,2.0,388.0,1.0,1295.0044584316804,9.694712644095471,3.231653499710477,35.98617037740583,2.0,413.8467741935484,109.5,11990.0,4.0,1440585.7242984518,7.760303003582021,107.78509548568616,1200.244026978869,109.5,44.54600694444444,31.0,601.0,1.0,2328.5035287853566,4.199008142739,1.4217139038121716,48.2545700300537,31.0,3.0,8.0,2.0,10.0,149.0,20.0,19.0,69.0,31.0,1375.0,364.0,3.777472527472528,1278.0,0.9294545454545454,10.0,160.0,20.0,19.0,67.0,31.0,232,14.853838355524354,0.1420135498046875,7.62939453125e-05,1371.8718767166138,5285.788518873293,14690.446133613586,8,1836.3057667016983,31.78125,353.8892410714285,63.0,18.85,22.075,254.25,1.414106012744919,6.651026622554488,22.075,0
5083.0,1229.0,1457.0,2.0,0.2866417469998032,3.0,4.135882831570383,1.0,494.0,1.0,613.4220745660656,16.844059755156774,0.7064863231438475,24.767359055136776,1.0,311.32953620829943,19.0,25981.0,1.0,2147672.3237278834,11.254779258953448,41.80305955578465,1465.493883893032,19.0,75.2752311626992,37.0,2269.0,1.0,14348.280982212367,5.880065919122609,1.6801183749160495,119.78431025060156,37.0,5.0,22.0,3.0,15.0,650.0,22.0,14.0,218.0,31.0,4370.0,1176.0,3.7159863945578233,4322.0,0.989016018306636,10.0,527.0,24.0,16.0,178.0,31.0,85,1.7365532369421632,0.0719461441040039,9.1552734375e-05,62.42862701416016,62.37583657726928,258.7464323043823,8,32.34330403804779,54.07125,3779.1566125,173.12,19.0,21.2,432.57,1.570986657841008,21.734640014559705,21.2,0
61.0,47.0,19.0,1.0,0.3114754098360656,2.0,1.297872340425532,1.0,5.0,1.0,0.5180388529139686,3.499234968971904,0.1049862050628019,0.7197491597174452,1.0,61.319148936170215,32.0,243.0,6.0,3771.09158186864,1.139552677937517,8.957454499107886,61.409214144692,32.0,47.24590163934426,24.0,199.0,6.0,2475.688524590164,1.5227565925104931,6.370640295933104,49.75629130662939,24.0,6.0,7.0,2.0,10.0,7.0,21.0,3.0,7.0,27.0,723.0,69.0,10.478260869565217,722.0,0.9986168741355465,14.0,106.0,20.0,15.0,65.0,31.0,270,43.78589437238,0.1450080871582031,5.340576171875e-05,13704.446232795715,286363.1107804129,63971.19167804718,8,7996.3989597558975,50.0,0.0,50.0,50.0,50.0,400.0,0.0,0.0,50.0,0
771.0,189.0,598.0,3.0,0.7756160830090791,2.0,4.079365079365079,2.0,70.0,1.0,63.07345491388047,5.835421251931826,0.577686752203411,7.941879809835985,2.0,518.8465608465608,82.0,52150.0,8.0,14552966.460373744,13.339548799565014,277.48841875231483,3814.835050218259,82.0,127.18806744487678,37.0,3256.0,1.0,95010.5788704162,5.444171923610376,11.100915403205544,308.23786086465145,37.0,2.0,3.0,2.0,17.0,112.0,19.0,10.0,52.0,31.0,1066.0,168.0,6.345238095238095,1033.0,0.9690431519699813,10.0,123.0,21.0,28.0,69.0,31.0,295,9.469104009734949,0.1325993537902831,7.43865966796875e-05,889.6195192337036,3000.946493058878,14563.481966972353,8,1820.435245871544,65.19,148.67080000000004,94.45,59.0,59.325,521.52,2.514723722025539,4.310898978171491,59.325,0
1268.0,1153.0,1253.0,4.0,0.9881703470031544,2.0,1.0997398091934083,1.0,9.0,1.0,0.228758612797533,9.100009286107982,0.0140855585593357,0.4782871656207524,1.0,62.7398091934085,24.0,1616.0,1.0,17434.22390864415,5.614575213539223,3.888540763614265,132.03872124738317,24.0,57.04968454258675,25.0,1137.0,1.0,11058.04725325479,5.133512769117574,2.9531097939711377,105.15725012216129,25.0,2.0,3.0,2.0,15.0,222.0,15.0,31.0,145.0,27.0,95.0,11.0,8.636363636363637,94.0,0.9894736842105264,16.0,34.0,10.0,27.0,38.0,17.0,99,6.015715691351121,0.0562458038330077,0.0001821517944335,453.0667943954468,1246.7101932881417,1118.9231185913086,3,372.97437286376953,34.196666666666665,421.8070333333333,46.6,10.49,45.5,102.59,-1.7264628269790363,11.857585945058316,45.5,1
370.0,308.0,369.0,5.0,0.9972972972972972,2.0,1.2012987012987013,1.0,4.0,1.0,0.2264478192816953,2.7232448879766755,0.0271149440802122,0.4758653373399824,1.0,56.97727272727273,46.0,301.0,1.0,1913.2796120817293,1.723795844813366,2.4923777387212294,43.74105179441539,46.0,47.42972972972973,39.0,238.0,1.0,1258.3487072438295,1.771825317891639,1.8441644319339725,35.47321112112392,39.0,4.0,6.0,2.0,0.0,69.0,21.0,12.0,23.0,31.0,4025.0,725.0,5.551724137931035,3702.0,0.9197515527950312,23.0,660.0,24.0,18.0,1191.0,31.0,140,7.112580654549334,0.0789794921875,7.43865966796875e-05,771.1833782196045,1682.8501627392793,4488.03839302063,8,561.0047991275787,17.22875,52.06726964285714,29.89,9.0,15.995,137.83,0.7703293080287981,2.5511583066045005,15.995,1
2578.0,656.0,1000.0,1.0,0.3878975950349108,2.0,3.929878048780488,1.0,302.0,1.0,289.8210296034261,12.207280851898584,0.6646806376036711,17.024130803169545,1.0,193.40701219512195,26.0,8186.0,1.0,495751.42645457055,7.518076749254284,27.490337173051643,704.0961769918728,26.0,49.21450737005431,27.0,2033.0,1.0,6295.669529462303,9.112423480401173,1.562714007620395,79.34525524227837,27.0,5.0,20.0,2.0,14.0,251.0,23.0,3.0,128.0,31.0,3921.0,1117.0,3.5102954341987465,3809.0,0.9714358581994388,11.0,426.0,24.0,11.0,197.0,31.0,447,45.850936301264326,0.2543973922729492,7.62939453125e-05,5690.515796661377,84778.54876428776,104861.09132099152,8,13107.63641512394,22.26625,58.42002678571426,36.37,14.63,21.130000000000003,178.13,0.9357760958359936,2.702314442883041,21.130000000000003,0
503.0,53.0,144.0,1.0,0.2862823061630218,2.0,9.49056603773585,2.0,91.0,1.0,315.5239477503628,3.004468822933317,2.439934841963144,17.762993772175985,2.0,1024.5849056603774,155.0,24856.0,18.0,12461265.708998548,6.242575287150371,484.8899059833076,3530.0517997613783,155.0,107.95825049701789,34.0,2743.0,1.0,67004.40662004075,5.482897425616446,11.54164441943407,258.8520941001652,34.0,2.0,4.0,2.0,13.0,48.0,18.0,15.0,26.0,31.0,1059.0,103.0,10.281553398058252,1059.0,1.0,9.0,169.0,22.0,12.0,70.0,31.0,100,2.3159155023509057,0.0375738143920898,7.43865966796875e-05,108.31543254852296,86.71238484625869,537.2923965454102,8,67.16154956817627,1.2674999999999998,0.0554214285714286,1.84,1.16,1.16,10.14,2.647151605289883,0.0832326773054223,1.16,0
